problem,uuid,problem_type,question_type,source,answer
"Given the function $f(x) (x \in \mathbb{R})$, its derivative $f′(x)$ exists, let $g(x) = f′(x)$, and $g′(x)$ also exists, with $g′(x) < 0$.
1. Prove that $f(x) \leqslant f(x\_0) + f′(x\_0)(x - x\_0)$ ($x\_0 \in \mathbb{R}$).
2. Suppose $\lambda\_i \in \mathbb{R}^+ (i = 1, 2, 3, \ldots, n)$, and $\lambda\_1 + \lambda\_2 + \ldots + \lambda\_n = 1$, $x\_i \in \mathbb{R} (i = 1, \ldots, n) (n \in \mathbb{N}_+)$, prove that $\lambda\_1 f(x\_1) + \lambda\_2 f(x\_2) + \ldots + \lambda\_n f(x\_n) \leqslant f(\lambda\_1 x\_1 + \lambda\_2 x\_2 + \ldots + \lambda\_n x\_n)$.
3. It is known that $a$, $f(a)$, $f[f(a)]$, $f\{f\{f(a)]\}\}$ form a positive geometric sequence. Prove that $f(a) = a$.",02279749-7fe4-595d-8c8d-e56791644fa2,Calculus,proof,cn_k12,f(a) = a
"Given the function $f(x)=\ln(x+2a)-ax$, where $a > 0$.

(Ⅰ) Find the intervals of monotonicity for $f(x)$;

(Ⅱ) Let the maximum value of $f(x)$ be denoted as $M(a)$. If $a_{2} > a_{1} > 0$ and $M(a_{1})=M(a_{2})$, prove that $a_{1}a_{2}  2$, let the smallest element in the set $\{x|f(x)=0\}$ be $x_{0}$. Define the function $g(x)=|f(x)|+x$, prove that $x_{0}$ is a local minimum point of $g(x)$.",707be6db-e10c-5a43-9fcb-dff896a58eee,Calculus,proof,cn_k12,x_{0}
"Given the function $f(x)=ax{e^x}-\frac{1}{2}{x^2}-x$.  
$(1)$ Discuss the monotonicity of $f(x)$ on $(0,+\infty)$.  
$(2)$ If $a \gt 0$, the equation $f(x)=\ln x-\frac{1}{2}{x^2}$ has two distinct real roots $x_{1}$ and $x_{2}$. Prove that ${x_1}{x_2} \gt {e^{2-{x_1}-{x_2}}}$.",b54b8479-f371-5c4b-8cff-56ab8be78e4d,Calculus,proof,cn_k12,{x_1}{x_2} > {e^{2-{x_1}-{x_2}}}
"Given the function $f(x)=\sin x-(x+2)e^{-x}$.  
$(Ⅰ)$ Prove that the function $f(x)$ has $2$ zeros in the interval $\left[0,\pi \right]$.  
$(Ⅱ)$ If the function $g(x)=ax+\sin x-f(x)$ has two extreme points $x_{1}$ and $x_{2}$, where $x_{1} \lt x_{2}$. Prove that $0＜{x_1}+{x_2}＜\frac{{2-2a}}{a}$ (where $e=2.71828\ldots$ is the base of the natural logarithm).",8a1917bb-4e34-57a1-8731-11f317384f5b,Calculus,proof,cn_k12,0 < x_1 + x_2 < \frac{2-2a}{a}
"Given the function $$f(x)= \frac {1}{2}x^{2}-(a+1)x+alnx$$,
(1) Discuss the monotonic intervals of the function $f(x)$;
(2) When $a>1$, if the function $f(x)$ has two extreme points $x_1$, $x_2$ ($x_1 < x_2$), prove that $$f(x_{2}) < - \frac {3}{2}x_{1}$$.",56c2d4fe-60e4-5369-a4f7-d2ec3d88318b,Calculus,proof,cn_k12,f(x_{2}) < - \frac {3}{2}x_{1}
"Given the function $f(x)=e^{x}-mx^{2}-2x$.

(I) Discuss the monotonicity of $f(x)$ when $m=0$.

(II) Prove that when $x\in[0,+\infty)$, $f(x) > \frac{e}{2}-1$ if $m < \frac{e}{2}-1$.",753bc681-8eea-5573-bd5b-a1fd11165e11,Calculus,proof,cn_k12,f(x) > \frac{e}{2}-1
"Given the function $f(x) = \frac{x}{x+4}e^{x+2}$.
(i) Discuss the monotonicity of the function and prove that when $x > -2$, $xe^{x+2} + x + 4 > 0$;
(ii) Prove that when $a \in [0,1)$, the function $g(x) = \frac{e^{x+2} - ax - 3a}{(x+2)^2}$ $(x > -2)$ has a minimum value. Let the minimum value of $g(x)$ be $h(a)$, find the range of the function $h(a)$.",be6fd497-c930-530f-a009-7f2254189997,Calculus,proof,cn_k12,"\left(\frac{1}{2}, \frac{e^2}{4}\right]"
"Let $f(x)=x-\frac{2}{x}-a(\ln x-\frac{1}{x^2})$, where $a\in \mathbb{R}$.  
$(1)$ Discuss the monotonicity of $f(x)$;  
$(2)$ When $a \gt 0$, let the minimum value of $f(x)$ be $g(a)$, prove that $g(a) \lt 1$.",02a5f3fb-1c5f-5bed-ae7b-ffe6cf1134ae,Calculus,proof,cn_k12,g(a) < 1
"Given functions $f(x)=\frac{\sin x}{x}$ and $g(x)=a\cos x$.
$(1)$ Prove that for $x\in(0,\frac{\pi}{2})$, $f(x) \lt 1$;
$(2)$ Prove that for $x\in(-\frac{\pi}{2},0)\cup(0,\frac{\pi}{2})$, $f(x) \gt g(x)$ always holds, and find the range of real number $a$;
$(3)$ Prove that for $x\in(-\frac{\pi}{2},0)\cup(0,\frac{\pi}{2})$, $[f(x)]^{2} \gt g(x)$ always holds, and find the range of real number $a$.",38b97e42-f229-5666-8a52-e81567d20301,Calculus,proof,cn_k12,"(-\infty, 1]"
"Given the function $f(x)=ax- \frac {1}{x}-(a+1)lnx$,
(I) Determine the monotonicity of the function $f(x)$ when $a \geq 0$;
(II) Prove that when $a=-2$, $2e^{x} > e^{ \frac {5}{2}}[f(x)+2x]$. ($e$ is the base of the natural logarithm)",414ad8d3-4258-502e-8211-db6d2b981dab,Calculus,proof,cn_k12,2e^x > e^{ \frac {5}{2}}[f(x)+2x]
"Given the function $f(x) = a\ln x - e^x$;

$(1)$ Discuss the number of extreme points of $f(x)$;

$(2)$ If $a=2$, prove that: $f(x) < 0$.",3371d3ab-d820-572b-951e-18ffce0403b0,Calculus,proof,cn_k12,f(x) < 0
"Given the function $f(x)=ae^{x}-\cos x-x$ where $a\in \mathbb{R}$.
1. If $a=1$, prove that $f(x)\geqslant 0$.
2. If $f(x)$ has two extreme points in the interval $(0,\pi)$, find the range of real number $a$.",5ca859e3-01e3-5e5e-92a2-28404391640a,Calculus,proof,cn_k12,"(0, e^{-\pi})"
"Given the function $f(x) = e^x - a\ln x$.
(1) Discuss the number of zeroes for the derivative $f'(x)$.
(2) Prove that when $a > 0$, $f(x) \geq a(2 - \ln a)$.",0c4e2c0d-c1cb-586a-b333-4f8b5356222d,Calculus,proof,cn_k12,f(x) \geq a(2 - \ln a)
"Given the function $f(x) = \ln x + a(x - 1)^2$ with $a > 0$:
1. Discuss the monotonicity of $f(x)$.
2. If $f(x)$ has a unique zero point $x_0$ in the interval $(0,1)$, prove that $e^{- \frac {3}{2}} < x_0 < e^{-1}$.",0d43b29b-3ec1-512a-94ec-307bfda15e92,Calculus,proof,cn_k12,e^{- \frac {3}{2}} < x_0 < e^{-1}
"Given the function $f(x)=x\ln x+x^{2}-3x- \frac {x}{e^{x}}(x > 0)(e$ is the base of the natural logarithm$)$
(I) Find the extreme value of $f(x)$;
(II) Prove that $e^{x}\geqslant x+1$;
(III) Prove that $f'(x)$ is a monotonically increasing function on $(0,+\infty)$.",88f64636-116f-51c2-8886-e2f5f72b09cb,Calculus,proof,cn_k12,-2- \frac {1}{e}
"Let the function $f(x)=e^{x}-e^{-x}$.

$(1)$ Prove that the derivative of $f(x)$, $f'(x) \geqslant 2$;

$(2)$ If for all $x \geqslant 0$, $f(x) \geqslant ax$, find the range of values for $a$.",4219739d-973e-56f9-a993-8f3367cc61ea,Calculus,proof,cn_k12,"(-\infty,2]"
"$(1)$ Prove that when $0 \lt x \lt 1$, $x-x^{2} \lt \sin x \lt x$;$(2)$ Given the function $f\left(x\right)=\cos ax-\ln (1-x^{2})$, if $x=0$ is a local maximum point of $f\left(x\right)$, find the range of values for $a$.",6a4cbaa7-b6b5-5460-b733-6d70cfc96047,Calculus,proof,cn_k12,"(-\infty, -\sqrt{2}) \cup (\sqrt{2}, +\infty)"
"Given the function $f(x)=e^{x}$.
(I) Prove that $f(x) > \frac{(x+1)^{2}}{2}$ when $x > -1$;
(II) Prove that $f(1-x)+2\ln x\leqslant a(x-1)+1$ always holds when $x > 0$, and find the value of the positive real number $a$.",9f931c3d-8d77-5ba1-96e8-554af38dbb48,Calculus,proof,cn_k12,a=1
"Given the function $f(x) = xe^{x} - ae^{2x}$, where $a \in \mathbb{R}$:

(I) Prove that $f(x) \leqslant 0$ when $a \geqslant \frac{1}{e}$.

(II) If the function $f(x)$ has two extreme points, find the range of values for the real number $a$.",1baa0ea2-2e87-5604-8bdd-99d34ff37ce4,Calculus,proof,cn_k12,0 < a < \frac{1}{2}
"Given the functions $f(x)=2\ln x$ and $g(x)=\frac{1}{2}ax^{2}+(2a-1)x$,
(I) Let $h(x)=f(x)-g(x)$. Discuss the monotonic intervals of the function $h(x)$;
(II) If $f(x)-ax=0$ has two distinct real roots $x_{1}$ and $x_{2}$, prove that $\ln x_{1}+\ln x_{2} > 2$.",ae8c04fb-a92a-5a4f-9aab-48f5969d5ce0,Calculus,proof,cn_k12,\ln x_{1}+\ln x_{2} > 2
"Given the function $f(x)=e^{x}[x^{2}-(a+2)x+a+3]$.
$(1)$ Discuss the monotonicity of $f(x)$.
$(2)$ If $f(x)$ has two extreme points $x_{1}$ and $x_{2}$ in the interval $(0,2)$, prove that $f(x_{1})f(x_{2})＜4e^{2}$.",b12bed40-5b62-554b-b8ce-dd3ee71bbf1e,Calculus,proof,cn_k12,f(x_{1})f(x_{2}) < 4e^{2}
"Let the function $f(x)=a\ln x-bx^{2}$.  
$(1)$ When $b=1$, discuss the monotonicity of the function $f(x)$;  
$(2)$ When $a=1$, $b=0$, the function $g(x)=f(x)-kx$, where $k$ is a constant. If the function $g(x)$ has two distinct zeros $x_{1}$ and $x_{2}$, prove that: $x_{1}\cdot x_{2} > e^{2}$.",e9abc594-c4b9-55c3-bdd6-8155b2a82ae8,Calculus,proof,cn_k12,x_{1}x_{2} > e^{2}
"Given the function $f(x)=(x-2)e^{x}$,
(1) Find the minimum value $h(t)$ of $f(x)$ on $[t,t+2]$;
(2) Prove that if there exist two different real numbers $α$ and $β$ such that $f(α)=f(β)$, then $α+β < 2$.",e0f820f0-eb27-5b29-a627-3551a59be4cb,Calculus,proof,cn_k12,α+β < 2
"Given the function $f(x)=\ln (x-1)+ \frac{2a}{x}(a∈R)$,
(I) Find the monotonic intervals of the function $f(x)$;
(II) Let $m$, $n$ be positive numbers, and $m\neq n$, prove that: $\frac{m-n}{\ln m-\ln n} < \frac{m+n}{2}$.",8f9d86d4-5b0f-5b27-b197-aa27ebca9d68,Calculus,proof,cn_k12,\frac{m-n}{\ln m-\ln n} < \frac{m+n}{2}
"Given the function $f(x)=a\ln x+x^{2}-(a+2)x(a>0)$.  
$(1)$ Discuss the monotonicity of the function $f(x)$.  
$(2)$ Let $x_{1}$ and $x_{2}(0 < x_{1} < x_{2})$ be two extreme points of the function $g(x)=f(x)-\frac{1}{2}{x}^{2}+(a+1)x$. Prove that $g(x_{1})-g(x_{2}) < \frac{1}{2}$.",5149bd85-1084-5b49-884e-f1c87b203d35,Calculus,proof,cn_k12,g(x_1) - g(x_2) < \frac{1}{2}
"1. Given the function $f(x)=\ln x- \frac {a(x-1)}{x}(x > 0,a\in R).$, prove that when $a > 0$, the necessary and sufficient condition for the graph of the function $f(x)$ to have a unique zero point is $a=1$;
2. Prove that the inequality $ \frac {1}{\ln x}- \frac {1}{x-1} < \frac {2}{3}$ holds for all $x\in(1,2)$.",aa862c7c-e835-5f3d-952c-21944f581c99,Calculus,proof,cn_k12,\frac {1}{\ln x}- \frac {1}{x-1} < \frac {2}{3}
"Given $f(x)={e}^{x}-2lnx$ and $g(x)=cosx-1+\frac{{x}^{2}}{2}$ for $x>0$.  
$(1)$ Prove that $g\left(x\right) \gt 0$;  
$(2)$ If for all $x>0$, $f(x)≥2ln\frac{x+1}{x}+\frac{x+2}{x+1}-cos|ax|$ always holds, find the range of real number $a$.",84338142-c8fc-5ca5-ab9e-fa17772113ad,Calculus,proof,cn_k12,"[-1,1]"
"Let $a$ be a real number, and define the function $f(x) = e^x - 2x + 2a$, where $x \in \mathbb{R}$.

(Ⅰ) Determine the intervals of monotonicity and the extreme values of $f(x)$.

(Ⅱ) Prove that $e^x > x^2 - 2ax + 1$ for $a > \ln2 - 1$ and $x > 0$.",95140579-3851-5ef1-8c64-c1da7bcbc8a9,Calculus,proof,cn_k12,2(1 - \ln2 + a)
"Given the function $f(x) = mx^{2} + 1 + \ln x$ has a tangent line at point $(1, f(1))$ passing through point $(-1, 2)$, and the equation $f(x) - n = 0$ has two real roots $a$ and $b$ $(a < b)$.  
$(1)$ Prove: $f(x) \leq 1-x$;  
$(2)$ Prove: $b-a < 1-2n$.",63a68c09-3c3a-5b14-9208-8a40351029ed,Calculus,proof,cn_k12,b-a < 1-2n
"Given the function $f\left( x \right)=\left( ax-1 \right){{e}^{x}},a\in R$.

(1) Discuss the monotonic intervals of $f\left( x \right)$;

(2) Prove that when $m > n > 0$, $m{{e}^{n}}+n < n{{e}^{m}}+m$.",1c24143e-1c54-50a5-a8ff-bf274252abee,Calculus,proof,cn_k12,m{e}^{n}+n < n{e}^{m}+m
"Let \\(f(x)=e^{t(x-1)}-t\ln x\\), where \\(t > 0\\).  
(I) If \\(t=1\\), prove that \\(x=1\\) is a local minimum point of the function \\(f(x)\\);  
(II) Prove that: \\(f(x) \geqslant 0\\).",cd700858-a5d2-5b21-bddd-1ad3be1f8cfb,Calculus,proof,cn_k12,f(x) \geqslant 0
"Given the function $f(x)={e^{x-1}}-\frac{1}{2}{x^2}+x-mlnx$.  
$(1)$ Find the equation of the tangent line to the curve $y=f\left(x\right)$ at $x=1$.  
$(2)$ If there exist $x_{1}\neq x_{2}$ such that $f(x_{1})=f(x_{2})$, prove:  
$(i)$ $m \gt 0$;  
$(ii)$ $2m \gt e(\ln x_{1}+\ln x_{2})$.",922add1e-45c7-5b2b-8ebc-cf6510023a7c,Calculus,proof,cn_k12,2m > e(\ln x_1 + \ln x_2)
"Given functions $f(x)=e^{x}$ and $g(x)=(x-a)^{2}$, where $a\in \mathbb{R}$ and $e$ is the base of the natural logarithm.  
$(1)$ If $a=2\ln 2-2$, prove that the local minimum value of the function $h(x)=f(x)-g(x)$ is $0$.  
$(2)$ If there exist two lines that are tangent to both the curve $y=f(x)$ and the curve $y=g(x)$, find the range of values for $a$.",a60a5e10-4b1d-5e32-9bc0-427e02e53140,Calculus,proof,cn_k12,"(-\infty, 2\ln 2 - 2)"
"Given the function $f(x) = e^{x} + me^{-x} + (m-1)x$, where $m \leqslant 0$.
$(1)$ Prove that $f(x) \geqslant 1$ always holds when $m = 0$;
$(2)$ Discuss the monotonicity of $f(x)$;
$(3)$ Prove that for $-e \leqslant m \leqslant -1$, $\forall x \in (0, +\infty)$, $f(x) \geqslant -2$ always holds.",981fda96-a901-511b-a78b-7e23acb22121,Calculus,proof,cn_k12,f(x) \geqslant -2
"Given the function $f(x)=\ln(1+x)+\frac{{x}^{2}}{2}$.  
$(1)$ When $x\in \left[0,+\infty \right)$, compare the sizes of $f\left(x\right)$ and $x$.  
$(2)$ If the function $g(x)=\cos x+\frac{{x}^{2}}{2}$, and $f({e}^{\frac{a}{2}})=g(b)-1(a>0,b>0)$, prove that $f(b^{2})+1 \gt g\left(a+1\right)$.",83ac470c-b35b-5761-9ef4-e9b0ff9bc615,Calculus,proof,cn_k12,f(b^2) + 1 > g(a+1)
"Given the function $f(x)=\sin x-a\ln(x+1)$.  
$(1)$ When $a=1$, prove that for $x\in [0,1]$, $f(x)\geqslant 0$;  
$(2)$ For $x\in [0,\pi]$, prove that $f(x)\leqslant 2e^{x}-2$ always holds, and find the range of values for $a$.",a141cf3a-2ebc-5115-834f-6c2ba848f004,Calculus,proof,cn_k12,"a \in [-1, +\infty)"
"## Condition of the problem

Prove that (find $\delta(\varepsilon)$ :

$\lim _{x \rightarrow 1} \frac{5 x^{2}-4 x-1}{x-1}=6$",9a8eec6c-3d1c-56ac-a23a-a59b8588532b,Calculus,proof,olympiads,\delta(\varepsilon)=\frac{\varepsilon}{5}
"12.5. Let the functions $I:(0 ;+\infty) \rightarrow \mathbb{R}, I(a)=\int_{-a}^{a} \frac{d x}{\left(e^{x}+1\right)(|x|+a)}$. Show that $I$ is a constant function.",bfa0c4fe-4ebf-56ce-b5cd-0207ead32e82,Calculus,proof,olympiads,\ln2
". Let $\left(u_{n}\right)$ be the sequence defined on $\mathbb{N}$ by $: \forall n \in \mathbb{N}, u_{n}=\frac{n+(-1)^{n}}{n+2}$.

Show that the sequence $\left(u_{n}\right)$ converges and determine its limit.",350e9bb4-a6ab-5218-ae47-562b8735db90,Calculus,proof,olympiads,1
Example 4. Prove that the curvature of the line $x^{2}+y^{2}=25$ is constant.,be5991ad-96a2-508d-b34e-ce7e6fa5f875,Calculus,proof,olympiads,\frac{1}{5}
"## Condition of the problem

Prove that (find $\delta(\varepsilon)$ :

$\lim _{x \rightarrow 2} \frac{3 x^{2}-5 x-2}{x-2}=7$",bbbc6da5-af34-5757-92f5-1b05268b2f9b,Calculus,proof,olympiads,\delta(\varepsilon)=\frac{\varepsilon}{3}
"Problem 3.

Let $I_{n}=\int_{0}^{1} e^{-x} x^{n} d x, n \in \mathbb{N}^{*}$.

a) Calculate $I_{1}$.

b) Show that $I_{n}=n I_{n-1}-\frac{1}{e}$, for any $n>1$.",0999243b-1c77-5c88-9d85-572c42e413c1,Calculus,proof,olympiads,1-\frac{2}{e}
"30.17. Prove that $\prod_{n=1}^{\infty} \frac{e^{1 / n}}{1+1 / n}=e^{\gamma}$, where $\gamma$ is the Euler's constant.

## 30.4. Series for the logarithm",436cf222-bc9d-50f4-a54c-c19eab002fa0,Calculus,proof,olympiads,e^{\gamma}
29th Putnam 1968 Problem A1 Prove that ∫ 0 1 x 4 (1 - x) 4 /(1 + x 2 ) dx = 22/7 - π.,1399d62b-7cb5-5c8b-90d0-39c4546b6f71,Calculus,proof,olympiads,22/7-\pi
"## Condition of the problem

Prove that (find $\delta(\varepsilon)$ :

$\lim _{x \rightarrow \frac{1}{2}} \frac{6 x^{2}-x-1}{x-\frac{1}{2}}=5$",62470716-604c-52e8-9be8-ca7e48a77035,Calculus,proof,olympiads,\delta(\varepsilon)=\frac{\varepsilon}{6}
"11. Let the function $f_{n}(x)=1+x+\frac{1}{2!} x^{2}+\cdots+\frac{1}{n!} x^{n}$.
(1) Prove that when $x \in(0,+\infty), n \in \mathbf{N}_{+}$, $\mathrm{e}^{x}>f_{n}(x)$;
(2) Let $x>0, n \in \mathbf{N}_{+}$, if there exists $y \in \mathbf{R}$ such that $\mathrm{e}^{x}=f_{n}(x)+\frac{\mathrm{e}^{y}}{(n+1)!} x^{n+1}$, prove: $0<y<x$.",2dd6dd97-ad7c-57d8-ad23-430e16265663,Calculus,proof,olympiads,0<y<x
"4. Given the functions

$$
f_{n}(x)=\frac{1-\cos x \cos 2 x \ldots \cos n x}{x^{2}}, n \in \mathbb{N}
$$

a) Prove that for every $n \in \mathbb{N}$, $\lim _{x \rightarrow 0} f_{n}(x)=f_{n}$ exists.

b) Determine the relationship between $f_{n}$ and $f_{n-1}$.

c) Calculate $f_{n}$.",376b110a-20db-5450-a8ce-f0b55e1ed47b,Calculus,proof,olympiads,f_{n}=\frac{n(n+1)(2n+1)}{12}
"Problem 1. a) Show that $\lim _{x \rightarrow 0} \frac{\cos (\sin x)-\cos (\tan x)}{x(\tan x-\sin x)}=1$;

b) Prove that $\lim _{x \rightarrow 0}\left[\frac{2016}{x}\right]$ does not exist, where [a] represents the integer part of the real number a.",f9dcd2c5-d044-51f3-b763-a4f9dcbff7d4,Calculus,proof,olympiads,1
"302. Alternating Series. Prove that the alternating series

$$
\sum_{i=1}^{\infty}(-1)^{j+1} \ln \left(1+\frac{1}{i}\right)
$$

converges conditionally, and find its sum.",52c3e6bf-1591-5b83-ab77-b4bafbd14329,Calculus,proof,olympiads,\ln\frac{\pi}{2}
"## Condition of the problem

Prove that (find $\delta(\varepsilon)$ :

$\lim _{x \rightarrow \frac{1}{3}} \frac{15 x^{2}-2 x-1}{x-\frac{1}{3}}=8$",8b8270c9-0601-5c43-ad62-f1962eca4c7d,Calculus,proof,olympiads,\delta(\varepsilon)=\frac{\varepsilon}{15}
"4. Let $f:[1, \infty) \rightarrow \mathbb{R}, f(x)=\int_{0}^{1} \frac{t^{x}}{2 t+1} d t$.

a) Calculate $f(1)$.

b) Show that $2 f(x+1)+f(x)=\frac{1}{x+1}$, for any $x \in[1, \infty)$.

c) Calculate $\lim _{x \rightarrow \infty} x f(x)$.

Note. All subproblems are mandatory. Time allowed: 3 hours.

Each subproblem is scored from 0 to 7 points.

## Grading Scale for 12th Grade

Note. For any correct solution different from the one in the grading scale, the maximum score from the grading scale for the respective problem is awarded.",4801b945-4154-526f-889d-9198cc0d894c,Calculus,proof,olympiads,\frac{1}{3}
"151. Prove that the function $F(z)$ takes the value 1 at some point located between 2 and 3.

The value of $z$ for which $F(z)=1$ will henceforth always be denoted by the letter e. From problem 151, it follows that $2<e<3$.

The number $e$ plays a significant role in mathematics and often appears in various questions that, at first glance, seem unrelated to the definition of the area ""under the hyperbola"" (see, for example, problems 156-158, 160-161, or 78).",64846cdb-b9ff-565e-acc4-21c9e55fc0b1,Calculus,proof,olympiads,2<e<3
"Example 2.29. Prove that the integral

$$
I=\int_{0}^{\infty} \frac{d x}{\left(1+x^{2}\right)\left(1+x^{a}\right)}
$$

does not depend on $a$.",8cf888a9-e5e1-5299-a314-49358731ee87,Calculus,proof,olympiads,\frac{\pi}{4}
"Example. Prove that

$$
\lim _{x \rightarrow 1 / 3} \frac{15 x^{2}-2 x-1}{x-1 / 3}=8
$$",6a3e93e4-29af-5996-bcbc-6ad96a485483,Calculus,proof,olympiads,8
"4. Consider the function

$$
f:[0, \infty) \rightarrow \mathbb{R}, f(x)=\int_{0}^{x} \frac{e^{t}}{t+1} d t
$$

a) Show that:

$$
\lim _{x \rightarrow \infty} f(x)=\infty
$$

b) Calculate

$$
\lim _{x \rightarrow \infty} \frac{x f(x)}{e^{x}}
$$

Note: All subjects are mandatory. Working time 3 hours.

Each subject is scored from 0 to 7 points.

## Grading Scale for 12th Grade",9d837e16-d6d6-576b-a9d9-991405f1b381,Calculus,proof,olympiads,1
"25.42. Prove that $\lim _{n \rightarrow \infty} \frac{\sqrt[n]{n!}}{n}=\frac{1}{e}$.

## 25.5. Conjugate numbers",a2ec26b5-c400-5972-b5c1-b5a433990fa4,Calculus,proof,olympiads,\frac{1}{e}
"11.4. Let the function $f: \mathbf{R} \rightarrow(0,+\infty)$ be differentiable, strictly decreasing, with $f(0)=1$ and $f^{\prime}(0)=-1$. Let the sequence $\left(a_{n}\right)_{n=1}^{\infty}$ be defined by: $a_{1}=1$ and $a_{n+1}=a_{n} f\left(a_{n}\right), \forall n \geq 1$. Show that the limit $\lim _{n \rightarrow \infty}\left(n a_{n}\right)$ exists and compute this limit.",6fc163cc-9193-5a59-8aaf-fe24124ef815,Calculus,proof,olympiads,1
